chain_name,product_family,brand_flavor,store_state,week_ending,brand_units_per_package,package_sales,dollar_sales,selling_stores
Retailer B,Brand Three,Mint,MO,2019-10-26,2,591.000000,5886.160000,66
Retailer B,Brand Three,Mint,AR,2020-01-04,2,440.000000,4395.600000,49
Retailer A,Brand Two,Mint,MD,2020-01-04,2,4.000000,53.960000,51
Retailer B,Brand Two,Classic,ND,2019-11-16,2,8.000000,107.920000,6
Retailer A,Brand One,Mint,MD,2019-11-23,2,114.000000,1366.860000,51
Retailer C,Brand One,Flavored,CO,2020-01-04,2,306.000000,3056.940000,177
Retailer B,Brand Two,Classic,IA,2019-01-19,2,92.000000,1232.080000,82
Retailer B,Brand Two,Mint,OK,2019-08-31,2,48.000000,647.520000,38
Retailer B,Brand One,Flavored,ND,2019-08-31,2,85.000000,849.150000,10
Retailer B,Brand One,Mint,WY,2019-08-03,2,27.000000,269.730000,17
Retailer A,Brand Two,Flavored,MD,2019-09-28,2,429.000000,5761.780000,51
Retailer B,Brand Two,Flavored,AR,2019-09-07,2,206.000000,2778.940000,49
Retailer A,Brand Three,Flavored,MD,2019-09-21,2,6510.000000,65025.990000,51
Retailer A,Brand One,Flavored,MD,2019-10-26,2,734.000000,8800.660000,50
Retailer A,Brand Three,Mint,DE,2019-12-21,2,617.000000,6163.830000,40
Retailer C,Brand Three,Flavored,NM,2019-09-21,2,1495.000000,17925.050000,77
Retailer A,Brand One,Flavored,MD,2019-09-07,2,862.000000,10335.380000,50
Retailer A,Brand Three,Flavored,VA,2019-10-05,2,4093.000000,40889.070000,87
Retailer B,Brand Three,Flavored,OK,2019-11-09,2,2662.000000,26593.380000,46
Retailer B,Brand Three,Mint,AR,2019-10-19,2,617.000000,6163.830000,49
Retailer B,Brand Two,Classic,OK,2020-01-11,2,135.000000,1593.660000,47
Retailer B,Brand One,Flavored,SD,2019-05-25,2,66.000000,659.340000,9
Retailer C,Brand One,Flavored,OK,2019-08-24,2,567.000000,5664.330000,47
Retailer B,Brand Three,Mint,MO,2019-06-01,2,209.000000,2087.910000,67
Retailer C,Brand One,Classic,OK,2019-09-28,4,235.000000,3757.650000,47
Retailer B,Brand Three,Flavored,AR,2019-09-28,2,3954.000000,39500.460000,49
Retailer B,Brand Two,Classic,ND,2019-01-12,2,1.000000,13.490000,2
Retailer A,Brand Two,Flavored,MD,2019-03-30,2,177.000000,2363.220000,51
Retailer C,Brand One,Mint,OK,2019-03-02,2,22.000000,219.780000,6
Retailer B,Brand One,Flavored,WY,2019-06-15,4,630.000000,10073.700000,17
Retailer A,Brand One,Mint,MD,2019-06-29,4,294.000000,5289.060000,50
Retailer A,Brand Two,Classic,DC,2019-05-25,2,1.000000,1.500000,2
Retailer A,Brand One,Flavored,PA,2019-12-28,2,11.000000,157.190000,46
Retailer B,Brand One,Mint,SD,2019-02-02,2,13.000000,129.870000,8
Retailer B,Brand Two,Classic,SD,2019-05-25,2,5.000000,67.450000,9
Retailer A,Brand Two,Classic,VA,2019-08-17,2,157.000000,1788.930000,85
Retailer B,Brand Two,Mint,ND,2019-08-03,2,3.000000,40.470000,6
Retailer A,Brand One,Flavored,MD,2019-07-20,4,2683.000000,48267.170000,50
Retailer C,Brand One,Flavored,OK,2019-10-19,4,1399.000000,22370.010000,47
Retailer B,Brand One,Classic,MO,2020-01-18,4,458.000000,7323.420000,68
Retailer A,Brand Three,Classic,DC,2019-08-03,2,7.000000,111.930000,4
Retailer B,Brand Three,Flavored,WY,2020-06-13,2,,,17
Retailer B,Brand One,Mint,IA,2020-06-13,2,608.000000,6058.020000,104
Retailer B,Brand One,Classic,MO,2020-10-17,2,117.000000,1051.830000,67
Retailer C,Brand Two,Mint,NM,2020-11-14,2,545.000000,6379.000000,77
Retailer B,Brand Three,Mint,IA,2020-10-03,2,2335.000000,23320.730000,105
Retailer A,Brand Two,Classic,VA,2020-10-24,2,1065.000000,10638.350000,92
Retailer B,Brand Three,Flavored,MO,2020-09-19,2,,,66
Retailer B,Brand Two,Classic,ND,2020-11-14,2,39.000000,446.610000,10
Retailer B,Brand Two,Flavored,OK,2020-07-18,2,,,29
Retailer B,Brand Two,Classic,WY,2020-08-22,2,116.000000,1534.860000,17
Retailer A,Brand One,Mint,MD,2020-08-08,2,492.000000,5899.080000,51
Retailer B,Brand Two,Mint,MT,2020-05-16,2,8.000000,95.920000,1
Retailer B,Brand One,Flavored,OK,2020-07-11,2,,,44
Retailer C,Brand Two,Flavored,CO,2020-08-15,2,,,120
Retailer C,Brand Two,Flavored,NM,2020-06-06,2,,,23
Retailer B,Brand Three,Flavored,OK,2020-09-12,2,,,46
Retailer C,Brand One,Classic,TX,2020-06-20,2,67.000000,669.330000,65
Retailer B,Brand Three,Mint,SD,2020-06-13,2,33.000000,329.670000,9
Retailer B,Brand One,Classic,WY,2020-03-21,4,134.000000,2142.660000,17
Retailer B,Brand Three,Mint,ND,2020-06-13,2,304.000000,3036.960000,10
Retailer B,Brand One,Classic,AR,2020-09-26,2,107.000000,961.930000,50
Retailer C,Brand Two,Flavored,OK,2020-08-08,2,,,29
Retailer A,Brand Three,Mint,PA,2020-10-10,2,9191.000000,110200.090000,235
Retailer B,Brand Two,Mint,CO,2020-11-28,2,3119.000000,34196.730000,68
Retailer B,Brand Three,Classic,AR,2020-09-26,2,531.000000,5304.690000,50
Retailer C,Brand One,Flavored,CO,2020-11-21,2,,,165
Retailer B,Brand One,Classic,CO,2020-12-26,4,1241.000000,19843.590000,70
Retailer C,Brand One,Classic,OK,2020-12-05,2,117.000000,899.080000,47
Retailer B,Brand Three,Classic,CO,2020-11-28,2,568.000000,5674.320000,70
Retailer A,Brand One,Flavored,NJ,2020-12-12,2,,,9
Retailer B,Brand One,Flavored,ND,2020-02-01,2,8.000000,72.920000,9
Retailer A,Brand One,Flavored,DE,2020-04-04,4,,,40
Retailer B,Brand Three,Classic,ND,2020-02-15,2,62.000000,619.380000,9
Retailer A,Brand One,Flavored,VA,2020-02-15,2,0.000000,0.000000,2
Retailer B,Brand One,Classic,NE,2020-05-02,2,48.000000,428.640000,19
Retailer B,Brand Three,Flavored,WY,2020-07-04,2,,,17
Retailer A,Brand One,Flavored,VA,2020-11-07,4,,,86
Retailer B,Brand One,Mint,SD,2020-06-13,4,140.000000,2238.600000,9
Retailer B,Brand Three,Mint,NE,2020-10-03,2,271.000000,2707.290000,18
Retailer B,Brand One,Mint,MO,2020-10-03,2,422.000000,3793.780000,68
Retailer B,Brand Three,Classic,SD,2020-05-02,2,17.000000,169.830000,9
Retailer B,Brand Two,Mint,MT,2020-03-28,2,,,1
Retailer B,Brand One,Mint,WY,2020-05-23,2,85.000000,849.150000,17
Retailer B,Brand One,Flavored,WY,2020-07-04,4,,,17
Retailer B,Brand Two,Mint,MN,2020-02-22,2,2.000000,51.160000,2
Retailer C,Brand One,Flavored,OK,2020-11-21,4,,,47
Retailer B,Brand One,Mint,SD,2020-12-19,2,24.000000,215.760000,9
Retailer A,Brand Three,Mint,MD,2020-08-15,2,2618.000000,26153.820000,52
Retailer A,Brand Two,Classic,MD,2020-12-26,1,40.000000,319.600000,44
Retailer A,Brand One,Mint,DC,2020-06-13,4,21.000000,629.790000,4
Retailer B,Brand Two,Mint,MN,2020-07-04,2,6.000000,131.940000,2
Retailer A,Brand Two,Flavored,DE,2020-11-14,2,,,42
Retailer A,Brand Three,Classic,DC,2020-11-14,2,15.000000,239.850000,5
Retailer A,Brand One,Flavored,NJ,2020-12-05,4,,,37
Retailer B,Brand Three,Mint,AR,2020-11-21,2,3149.000000,31458.510000,50
Retailer B,Brand One,Mint,SD,2020-07-04,4,138.000000,2206.620000,9
Retailer B,Brand Two,Flavored,WY,2020-11-28,2,,,17
Retailer B,Brand Two,Mint,SD,2020-11-14,2,122.000000,1342.870000,9
Retailer B,Brand One,Mint,ND,2020-09-05,2,24.000000,239.760000,10
Retailer B,Brand One,Classic,SD,2020-10-24,4,53.000000,847.470000,9
Retailer A,Brand One,Mint,DC,2020-08-29,4,35.000000,1049.650000,4
Retailer B,Brand One,Classic,MN,2020-09-26,4,0.000000,0.000000,2
Retailer B,Brand Two,Mint,ND,2020-02-15,2,42.000000,545.600000,9
Retailer B,Brand One,Flavored,MT,2020-10-31,4,,,1
Retailer B,Brand Two,Flavored,MT,2019-08-24,2,0.000000,0.000000,1
Retailer B,Brand Three,Classic,SD,2020-08-29,2,13.000000,129.870000,9
Retailer A,Brand One,Classic,DC,2020-11-28,4,5.000000,149.950000,6
Retailer B,Brand One,Mint,MN,2020-03-07,4,3.000000,77.970000,2
Retailer B,Brand Three,Flavored,ND,2020-12-12,2,,,10
Retailer B,Brand Two,Classic,ND,2019-03-23,2,7.000000,94.430000,5
Retailer B,Brand Three,Flavored,ND,2019-07-27,2,272.000000,2717.280000,10
Retailer A,Brand Three,Classic,DC,2019-07-06,2,4.000000,63.960000,2
Retailer B,Brand One,Flavored,ND,2019-11-09,2,89.000000,889.110000,10
Retailer B,Brand One,Classic,SD,2019-04-06,2,13.000000,129.870000,8
Retailer B,Brand One,Mint,SD,2019-03-30,2,4.000000,39.960000,9
Retailer B,Brand Three,Classic,CO,2019-12-14,2,174.000000,1738.260000,65
Retailer B,Brand One,Classic,WY,2019-11-16,2,16.000000,159.840000,17
Retailer A,Brand Three,Flavored,FL,2020-01-18,2,5074.000000,50689.260000,202
Retailer B,Brand One,Flavored,SD,2019-01-12,2,50.000000,499.500000,9
Retailer A,Brand One,Flavored,DC,2019-05-25,2,22.000000,439.780000,2
Retailer B,Brand One,Flavored,ND,2019-01-26,4,429.000000,6859.710000,10
Retailer B,Brand Three,Classic,AR,2019-11-23,2,130.000000,1298.700000,49
Retailer C,Brand Three,Classic,OK,2020-01-11,2,168.000000,1678.320000,47
Retailer A,Brand One,Mint,MD,2020-01-25,2,474.000000,5683.260000,51
Retailer B,Brand One,Classic,ND,2019-06-08,2,20.000000,199.800000,10
Retailer A,Brand One,Mint,DC,2019-09-28,2,8.000000,159.920000,3
Retailer A,Brand One,Mint,DC,2019-12-14,4,15.000000,449.850000,4
Retailer A,Brand One,Classic,DC,2019-08-17,4,22.000000,659.780000,4
Retailer A,Brand Two,Mint,DC,2019-11-09,2,5.000000,129.950000,5
Retailer A,Brand One,Classic,DC,2019-04-20,4,16.000000,479.840000,2
Retailer B,Brand Two,Classic,ND,2019-07-20,2,5.000000,60.450000,4
Retailer B,Brand One,Classic,MN,2019-07-13,4,1.000000,25.990000,2
Retailer B,Brand Two,Classic,WY,2019-10-05,2,15.000000,195.350000,15
Retailer C,Brand One,Classic,CO,2020-02-08,4,3217.000000,51439.830000,182
Retailer A,Brand One,Mint,FL,2020-02-15,4,2277.000000,40963.230000,199
Retailer A,Brand Two,Classic,PA,2020-02-22,2,1178.000000,22231.830000,233
Retailer C,Brand Two,Classic,CO,2020-02-15,2,1388.000000,18388.160000,182
Retailer A,Brand Two,Flavored,PA,2020-04-04,2,,,117
Retailer B,Brand One,Flavored,MO,2020-03-14,4,0.000000,0.000000,68
Retailer B,Brand One,Mint,IA,2020-03-21,2,561.000000,5604.390000,104
Retailer B,Brand Two,Mint,CO,2020-02-22,2,1034.000000,13076.750000,67
Retailer C,Brand One,Flavored,NM,2020-02-29,2,0.000000,0.000000,71
Retailer A,Brand Three,Classic,VA,2020-04-25,2,1073.000000,10719.270000,89
Retailer C,Brand One,Flavored,CO,2020-02-15,2,0.000000,0.000000,154
Retailer C,Brand Two,Flavored,OK,2020-01-25,2,7.000000,68.470000,39
Retailer A,Brand One,Classic,VA,2020-04-25,4,1086.000000,19537.140000,88
Retailer B,Brand One,Classic,OK,2020-03-14,2,142.000000,1418.580000,47
Retailer B,Brand Three,Mint,MO,2020-05-16,2,2933.000000,29300.670000,70
Retailer C,Brand One,Mint,OK,2020-05-23,4,961.000000,15366.390000,47
Retailer A,Brand Two,Flavored,VA,2020-04-25,2,,,73
Retailer A,Brand Three,Flavored,MD,2020-02-29,2,,,51
Retailer B,Brand Three,Classic,ND,2019-12-14,2,23.000000,229.770000,9
Retailer C,Brand One,Mint,CO,2020-03-14,2,1623.000000,16213.770000,183
Retailer C,Brand Two,Classic,NM,2020-06-13,2,246.000000,3298.840000,77
Retailer A,Brand One,Flavored,VA,2020-06-20,4,,,85
Retailer B,Brand One,Classic,NE,2020-06-20,4,217.000000,3469.830000,18
Retailer A,Brand One,Classic,NJ,2020-07-11,4,8460.000000,152195.400000,241
Retailer C,Brand One,Flavored,TX,2020-03-21,4,0.000000,0.000000,69
Retailer A,Brand Three,Mint,NJ,2020-04-25,2,16.000000,159.840000,240
Retailer A,Brand Two,Flavored,NJ,2020-04-18,2,,,128
Retailer A,Brand Three,Classic,NJ,2020-07-11,2,7131.000000,71232.690000,252
Retailer B,Brand Three,Flavored,IA,2020-07-11,2,,,102
Retailer B,Brand One,Classic,CO,2020-04-18,4,1015.000000,15900.920000,68
Retailer C,Brand Two,Mint,CO,2020-05-30,2,2726.000000,32676.750000,178
Retailer C,Brand One,Classic,OK,2020-09-05,2,156.000000,1204.440000,46
Retailer B,Brand Two,Classic,CO,2020-07-04,2,731.000000,7952.790000,69
Retailer A,Brand Two,Flavored,NJ,2020-07-25,2,,,151
Retailer C,Brand One,Flavored,CO,2020-04-04,4,,,178
Retailer C,Brand Three,Classic,CO,2020-05-30,2,1503.000000,15006.990000,184
Retailer B,Brand One,Mint,OK,2020-06-13,4,1046.000000,16725.540000,47
Retailer A,Brand One,Classic,VA,2020-07-25,2,170.000000,2038.300000,86
Retailer A,Brand Two,Flavored,FL,2020-08-15,2,,,162
Retailer B,Brand Three,Classic,OK,2020-05-02,2,674.000000,6733.260000,47
Retailer A,Brand One,Classic,PA,2020-08-22,2,493.000000,7044.970000,179
Retailer C,Brand Three,Flavored,CO,2020-08-22,2,,,180
Retailer B,Brand One,Mint,MO,2020-09-12,4,1755.000000,28062.450000,68
Retailer A,Brand Two,Mint,NJ,2020-10-03,2,,,204
Retailer C,Brand One,Flavored,CO,2020-07-25,4,,,178
Retailer B,Brand One,Mint,WY,2020-06-27,4,461.000000,7371.390000,17
Retailer B,Brand One,Classic,IA,2020-06-27,4,701.000000,11208.990000,103
Retailer C,Brand One,Classic,NM,2020-07-25,4,377.000000,7531.230000,77
Retailer A,Brand Three,Flavored,PA,2020-08-22,2,,,227
Retailer C,Brand Two,Mint,CO,2020-08-15,2,3488.000000,41814.120000,177
Retailer A,Brand One,Flavored,FL,2020-06-27,2,,,178
Retailer A,Brand One,Flavored,VA,2020-06-27,4,,,85
Retailer C,Brand One,Flavored,TX,2020-07-04,4,,,68
Retailer A,Brand Three,Flavored,MD,2020-05-23,2,,,49
Retailer A,Brand One,Classic,MD,2020-08-22,4,591.000000,10632.090000,51
Retailer C,Brand One,Flavored,CO,2020-08-29,4,,,178
Retailer A,Brand Two,Flavored,FL,2020-06-20,2,,,160
Retailer A,Brand One,Mint,VA,2020-07-11,4,2456.000000,44183.440000,87
Retailer B,Brand Two,Flavored,IA,2020-07-04,2,,,82
Retailer C,Brand Three,Flavored,OK,2020-09-05,2,,,47
Retailer A,Brand One,Classic,FL,2020-09-12,4,1462.000000,26301.380000,203
Retailer A,Brand Two,Classic,PA,2020-10-24,2,1598.000000,23945.540000,228
Retailer B,Brand One,Classic,AR,2020-07-11,2,159.000000,1588.410000,49
Retailer B,Brand One,Mint,OK,2020-09-05,2,277.000000,2767.230000,47
Retailer B,Brand One,Mint,OK,2020-07-11,2,258.000000,2577.420000,47
Retailer B,Brand One,Mint,NE,2020-06-13,2,108.000000,1078.920000,18
Retailer A,Brand One,Mint,PA,2020-10-03,4,6710.000000,147552.900000,203
Retailer A,Brand Two,Classic,PA,2020-10-03,2,1594.000000,23878.070000,227
Retailer C,Brand One,Flavored,NM,2020-10-24,4,,,74
Retailer C,Brand Three,Mint,OK,2020-07-18,2,802.000000,8011.980000,47
Retailer C,Brand Three,Classic,NM,2020-08-22,2,272.000000,3261.280000,77
Retailer A,Brand Two,Flavored,DE,2020-10-03,2,,,41
Retailer C,Brand One,Mint,CO,2020-11-21,2,1118.000000,10046.860000,176
Retailer A,Brand Three,Classic,NJ,2020-10-17,2,6516.000000,65094.840000,257
Retailer C,Brand Two,Classic,OK,2020-09-19,2,302.000000,3599.000000,47
Retailer A,Brand Three,Flavored,NJ,2020-12-26,2,,,246
Retailer A,Brand Two,Classic,PA,2020-12-26,2,1446.000000,21673.530000,234
Retailer C,Brand One,Mint,OK,2020-10-17,2,259.000000,2073.570000,47
Retailer B,Brand Two,Mint,NE,2020-11-07,2,264.000000,2838.460000,18
Retailer C,Brand One,Flavored,NM,2020-12-12,2,,,65
Retailer A,Brand One,Classic,DE,2020-12-12,2,106.000000,1270.940000,42
Retailer B,Brand One,Mint,IA,2020-09-26,4,3134.000000,50087.700000,106
Retailer B,Brand One,Classic,IA,2020-08-22,2,216.000000,2153.840000,105
Retailer B,Brand Two,Mint,MO,2020-12-05,2,2597.000000,27799.910000,68
Retailer A,Brand One,Mint,VA,2020-11-28,2,567.000000,6798.330000,90
Retailer C,Brand One,Classic,TX,2020-11-14,2,90.000000,656.840000,67
Retailer B,Brand Two,Flavored,AR,2020-03-14,2,0.000000,0.000000,18
Retailer B,Brand One,Classic,AR,2020-03-28,2,130.000000,1298.700000,49
Retailer B,Brand One,Flavored,MN,2019-03-23,2,7.000000,104.930000,2
Retailer B,Brand One,Classic,SD,2020-02-29,2,17.000000,169.830000,9
Retailer C,Brand Two,Flavored,TX,2020-11-28,2,,,67
Retailer A,Brand One,Classic,DE,2020-12-05,4,520.000000,9354.800000,42
Retailer A,Brand Two,Flavored,PA,2020-12-12,2,,,219
Retailer A,Brand Two,Mint,DC,2020-02-15,2,16.000000,415.840000,5
Retailer A,Brand Three,Mint,DE,2020-06-13,2,2744.000000,27412.560000,42
Retailer B,Brand One,Classic,OK,2020-07-18,2,138.000000,1378.620000,47
Retailer B,Brand One,Classic,MO,2020-08-08,4,520.000000,8314.800000,69
Retailer B,Brand Two,Classic,OK,2020-08-15,2,313.000000,3747.870000,47
Retailer B,Brand One,Flavored,NE,2020-05-16,4,,,19
Retailer A,Brand Three,Mint,VA,2020-11-07,2,2657.000000,26543.430000,93
Retailer C,Brand One,Classic,TX,2020-11-28,4,178.000000,2452.660000,68
Retailer B,Brand One,Classic,AR,2020-09-05,2,103.000000,1028.970000,50
Retailer C,Brand Two,Flavored,OK,2020-09-26,2,,,37
Retailer B,Brand One,Flavored,ND,2020-10-10,4,,,10
Retailer A,Brand One,Classic,DE,2020-10-03,4,585.000000,10524.150000,42
Retailer B,Brand Two,Mint,OK,2020-12-05,1,83.000000,580.170000,45
Retailer B,Brand One,Classic,OK,2020-11-21,2,78.000000,701.220000,47
Retailer B,Brand One,Flavored,AR,2020-09-26,2,,,49
Retailer B,Brand One,Mint,ND,2020-10-03,4,296.000000,4733.040000,10
Retailer A,Brand One,Flavored,MD,2020-11-28,4,,,50
Retailer C,Brand One,Flavored,OK,2020-09-19,2,,,46
Retailer A,Brand One,Classic,DE,2020-12-26,4,577.000000,10380.230000,42
Retailer C,Brand Three,Flavored,TX,2020-10-10,2,,,71
Retailer B,Brand One,Flavored,CO,2020-11-07,4,,,64
Retailer A,Brand Three,Flavored,DE,2019-01-19,2,460.000000,4595.400000,40
Retailer B,Brand Three,Flavored,NE,2019-04-27,2,94.000000,939.060000,18
Retailer C,Brand One,Flavored,OK,2019-01-12,4,2648.000000,52933.520000,47
Retailer B,Brand One,Flavored,CO,2019-04-20,2,511.000000,5104.890000,65
Retailer B,Brand One,Classic,WY,2019-02-23,2,34.000000,339.660000,16
Retailer C,Brand Three,Classic,CO,2019-04-20,2,103.000000,1028.970000,82
Retailer B,Brand Two,Classic,SD,2019-04-20,2,3.000000,40.470000,9
Retailer B,Brand Three,Flavored,IA,2019-04-27,2,2050.000000,20479.500000,103
Retailer A,Brand Two,Classic,VA,2019-05-04,2,152.000000,2043.480000,85
Retailer B,Brand Two,Classic,CO,2019-04-20,2,119.000000,1605.310000,62
Retailer C,Brand Three,Flavored,TX,2019-05-18,2,1070.000000,10689.300000,70
Retailer B,Brand One,Mint,OK,2019-01-26,4,98.000000,1567.020000,42
Retailer C,Brand One,Mint,NM,2019-05-25,2,131.000000,1308.690000,75
Retailer B,Brand One,Flavored,WY,2019-07-13,4,679.000000,10857.210000,17
Retailer B,Brand One,Mint,CO,2019-09-14,2,82.000000,819.180000,63
Retailer A,Brand Three,Flavored,MD,2019-07-06,2,5443.000000,54375.570000,51
Retailer B,Brand One,Classic,OK,2019-09-21,4,190.000000,3038.100000,46
Retailer B,Brand One,Flavored,NE,2019-09-07,4,718.000000,11480.820000,19
Retailer B,Brand Two,Flavored,ND,2019-07-20,2,8.000000,107.920000,7
Retailer C,Brand Three,Mint,CO,2019-09-21,2,1293.000000,12917.070000,181
Retailer C,Brand One,Mint,OK,2020-01-04,4,509.000000,8138.910000,47
Retailer B,Brand One,Classic,CO,2019-11-30,2,267.000000,2667.330000,65
Retailer B,Brand Two,Flavored,WY,2019-05-04,2,28.000000,377.720000,16
Retailer B,Brand Three,Flavored,ND,2019-10-05,2,311.000000,3106.890000,10
Retailer A,Brand One,Mint,VA,2019-05-11,4,371.000000,6674.290000,84
Retailer C,Brand Two,Mint,TX,2019-09-21,2,78.000000,1052.220000,61
Retailer B,Brand One,Flavored,CO,2019-08-17,2,724.000000,7232.780000,64
Retailer A,Brand One,Flavored,DE,2019-07-20,2,568.000000,6810.320000,40
Retailer B,Brand Three,Flavored,NE,2019-08-24,2,388.000000,3876.120000,18
Retailer B,Brand One,Flavored,CO,2019-08-03,2,681.000000,6799.200000,64
Retailer B,Brand One,Flavored,MO,2019-11-02,4,1875.000000,29981.250000,70
Retailer B,Brand Two,Mint,CO,2019-12-14,2,344.000000,4472.630000,62
Retailer B,Brand One,Flavored,MO,2019-10-19,4,1745.000000,27902.550000,70
Retailer A,Brand Three,Classic,PA,2019-10-12,2,1329.000000,15934.710000,228
Retailer A,Brand Two,Flavored,FL,2019-11-09,2,2478.000000,33407.740000,202
Retailer B,Brand One,Flavored,AR,2019-12-07,2,1553.000000,15514.470000,49
Retailer B,Brand One,Classic,OK,2019-12-28,4,292.000000,4669.080000,47
Retailer C,Brand Two,Mint,TX,2019-12-28,2,50.000000,667.500000,51
Retailer C,Brand Two,Classic,OK,2020-01-18,2,286.000000,3589.460000,47
Retailer B,Brand One,Mint,CO,2019-10-12,4,258.000000,4124.420000,65
Retailer C,Brand Two,Mint,OK,2020-01-25,2,169.000000,2272.820000,47
Retailer B,Brand Two,Classic,OK,2019-04-06,2,43.000000,580.070000,38
Retailer C,Brand Two,Classic,NM,2019-01-26,2,29.000000,391.210000,45
Retailer A,Brand Three,Mint,MD,2019-03-09,2,416.000000,4155.840000,51
Retailer B,Brand One,Classic,CO,2019-05-18,2,217.000000,2167.830000,64
Retailer B,Brand One,Mint,SD,2019-05-25,2,11.000000,109.890000,9
Retailer B,Brand Three,Flavored,OK,2019-08-03,2,2597.000000,25944.030000,46
Retailer B,Brand Two,Classic,AR,2019-12-07,2,138.000000,1774.150000,49
Retailer C,Brand One,Classic,NM,2019-12-14,2,151.000000,1810.490000,73
Retailer C,Brand Two,Classic,CO,2019-12-21,2,764.000000,9121.460000,180
Retailer A,Brand One,Mint,FL,2019-12-28,4,1987.000000,35746.130000,199
Retailer B,Brand Three,Mint,IA,2019-03-16,2,38.000000,379.620000,22
Retailer A,Brand One,Flavored,DE,2019-07-13,4,2456.000000,44183.440000,41
Retailer C,Brand Three,Classic,TX,2019-12-28,2,125.000000,1248.750000,69
Retailer B,Brand Three,Flavored,CO,2019-10-05,2,2522.000000,25194.780000,65
Retailer B,Brand Two,Classic,ND,2019-06-29,2,2.000000,26.980000,4
Retailer B,Brand Two,Flavored,AR,2019-11-09,2,413.000000,5570.380000,49
Retailer A,Brand Three,Mint,MD,2019-09-21,2,1466.000000,14645.340000,51
Retailer B,Brand One,Mint,MO,2019-11-23,4,178.000000,2846.220000,69
Retailer B,Brand One,Flavored,MO,2020-01-04,4,388.000000,6204.120000,69
Retailer B,Brand One,Mint,SD,2019-01-19,4,15.000000,239.850000,9
Retailer B,Brand One,Flavored,MT,2019-05-11,2,2.000000,19.980000,1
Retailer B,Brand Three,Flavored,WY,2019-10-12,2,677.000000,6763.230000,17
Retailer B,Brand One,Classic,WY,2019-08-17,2,28.000000,279.720000,17
Retailer B,Brand Two,Flavored,ND,2019-03-23,2,7.000000,94.430000,6
Retailer B,Brand One,Classic,MT,2019-08-24,2,0.000000,0.000000,1
Retailer A,Brand Two,Mint,DE,2019-10-12,2,157.000000,2117.930000,42
Retailer B,Brand One,Mint,NE,2019-01-05,4,47.000000,751.530000,17
Retailer A,Brand One,Mint,DC,2019-06-15,4,9.000000,269.910000,2
Retailer B,Brand One,Classic,MT,2019-10-19,4,2.000000,31.980000,1
Retailer A,Brand One,Classic,DE,2020-04-18,4,758.000000,13636.420000,42
Retailer B,Brand Two,Mint,SD,2020-02-15,2,64.000000,831.910000,9
Retailer C,Brand One,Mint,OK,2020-03-07,2,350.000000,3380.630000,47
Retailer A,Brand Three,Classic,DE,2020-10-24,2,643.000000,6423.570000,42
Retailer B,Brand One,Flavored,NE,2020-03-07,4,,,19
Retailer A,Brand Two,Mint,MD,2020-06-06,2,2382.000000,28560.180000,52
Retailer A,Brand Two,Mint,DC,2020-11-28,2,12.000000,251.880000,6
Retailer B,Brand Two,Flavored,NE,2020-07-04,2,,,10
Retailer A,Brand One,Flavored,MD,2020-08-29,4,,,50
Retailer B,Brand One,Classic,AR,2020-06-20,2,159.000000,1588.410000,49
Retailer C,Brand Two,Mint,OK,2020-08-08,2,515.000000,6174.850000,47
Retailer B,Brand Three,Flavored,AR,2020-08-15,2,,,49
Retailer C,Brand Two,Flavored,TX,2020-05-23,2,,,27
Retailer A,Brand Two,Classic,MD,2020-08-01,2,718.000000,7158.820000,52
Retailer A,Brand Two,Classic,DC,2020-05-30,2,3.000000,68.970000,5
Retailer B,Brand Two,Flavored,SD,2020-08-22,2,,,6
Retailer B,Brand Three,Classic,ND,2020-05-30,2,78.000000,781.170000,10
Retailer A,Brand One,Flavored,MD,2020-08-01,2,,,50
Retailer B,Brand One,Classic,ND,2020-10-17,4,71.000000,1135.290000,10
Retailer C,Brand Two,Classic,NM,2020-12-12,2,242.000000,3254.600000,76
Retailer B,Brand Three,Classic,WY,2020-12-26,2,154.000000,1723.260000,17
Retailer C,Brand One,Classic,OK,2020-09-26,2,132.000000,1053.270000,47
Retailer A,Brand One,Flavored,DC,2020-11-14,2,,,5
Retailer B,Brand One,Flavored,ND,2020-02-15,2,0.000000,0.000000,9
Retailer A,Brand Two,Mint,DC,2020-05-23,2,3.000000,68.970000,5
Retailer A,Brand One,Classic,DE,2020-10-24,4,552.000000,9930.480000,42
Retailer B,Brand One,Mint,OK,2020-12-12,4,836.000000,13366.500000,47
Retailer B,Brand Two,Mint,SD,2020-11-28,2,109.000000,1154.880000,9
Retailer B,Brand Three,Mint,MN,2019-06-15,2,0.000000,0.000000,1
Retailer B,Brand Three,Mint,ND,2020-12-12,2,356.000000,3556.440000,10
Retailer B,Brand Three,Flavored,MN,2020-08-08,2,,,2
Retailer B,Brand Three,Classic,WY,2020-11-07,2,185.000000,2070.150000,17
Retailer B,Brand Two,Classic,IA,2020-11-21,1,22.000000,139.780000,24
Retailer B,Brand One,Mint,NE,2020-07-04,2,103.000000,1028.970000,18
Retailer B,Brand One,Flavored,SD,2020-11-14,2,,,9
Retailer B,Brand One,Mint,ND,2020-08-01,2,30.000000,299.700000,10
Retailer B,Brand Two,Flavored,WY,2020-12-26,2,,,17
Retailer B,Brand One,Mint,ND,2020-03-14,2,44.000000,439.560000,10
Retailer B,Brand Two,Flavored,NE,2020-09-19,2,,,14
